SNo,Reg.Number,Name,Address,Mobile,Email,Website,Type
1643,UPRERAPRM59452,Forever Infrabuild India LLP,"H.No.-28A-9, Jia Sarai, Near IIT Gate, New Delhi-16",9811812036,rerasouthxmall@sayahomes.in,http://www.sayahomes.com/,Partnership Firm
1644,UPRERAPRM5955,High End Infratech Private Limited,"A-96, IIND FLOOR VIVEK VIHAR DELHI DL 110095",9654303091,customarcare@highendinfra.com,,Company
1645,UPRERAPRM5976,EARTHCON UNIVERSAL INFRATECH PRIVATE LIMITED,"D-266, DEFENCE COLONY, NEW DELHI-110025.",9910137660,legal@earthcon.co,https://www.earthcon.co/,Company
1646,UPRERAPRM5979,SHOMIT FINANCE LIMITED,"STILT FLOOR, DEVIKA TOWER, 6 NEHRU PLACE, NEW DELHI-110019",9968742373,info@pragatigroup.in,https://www.up-rera.in/www.pragatigroup.in,Company
1647,UPRERAPRM5987,J.B.K. DEVELOPERS PRIVATE LIMITED,"99, PATPAR GANJ, DELHI-110091",9999299960,info@airwil.in,,Company
1648,UPRERAPRM6000,MSS infracon Private Limited,"PLOT NO.- ML-1, NEAR PRITAM FARMS, KARPURIPURAM, GOVINDPURAM, GHAZIABAD",9599192626,MSSINFRACON@GMAIL.COM,https://www.up-rera.in/WWW.MSSGROUPINDIA.COM,Company
1649,UPRERAPRM60058,SAPPHIRE DEVELOPERS,"125/19 A, BLOCK-U,GOVIND NAGAR, KANPUR,U.P.",7705010090,indreshmishra337@mail.com,http://sapphiredevelopers.com/,Partnership Firm
1650,UPRERAPRM6015,DEVIKA GOLD HOMZ PVT. LTD.,"STILT FLOOR, DEVIKA TOWER, 6 NEHRU PLACE, NEW DELHI-110019",9999811120,legal@pragatigroup.in,https://www.up-rera.in/www.pragatigroup.in,Company
1651,UPRERAPRM6018,D. G. INFRA TOWERS PVT. LTD.,"E-7/1 DG PLAZA, EKTA NAGAR, PILIBHIT ROAD, BAREILLY",8958010000,dginfragroup@gmail.com,https://www.up-rera.in/www.dginfragroup.com,Company
1652,UPRERAPRM6079,ARENA SUPERSTRUCTURES PRIVATE LIMITED,"Flat No.14, Ground Floor, Pul Pehlad Pur, DDA MIG Suraj Apartment, New Delhi – 110044",8505833393,reracompliance@lotusarena1.in,https://www.up-rera.in/www.lotusarena1.in,Company
1653,UPRERAPRM61417,D G PARK CITY LLP,"D G PARK CITY LLP D G PLAZA, GROUND FLOOR E - 7/1 BAREILLY-243122 UTTAR PRADESH",9999265013,akshayg677@gmail.com,http://www.dginfragroup.com/,Partnership Firm
1654,UPRERAPRM61450,AIMS ANGEL INFRATECH LLP,"I-1, GH-04, Sector- 4, Greater Noida (West) , Uttar Pradesh, 201308",9899303365,rajinder.ca01@gmail.com,http://www.angelindia.in/,Partnership Firm
1655,UPRERAPRM6182,Anil Offset Private Limited,19-B/13 Elgin Road Allahabad 211001,9415216927,varunagarwal_ep@gmail.com,,Company
1656,UPRERAPRM6199,SAHU LAND DEVELOPERS PVT LTD,33/1 N.S Road Marshall House Room No. 933E Kolkata 700001,9918101595,info@sldgroup.in,http://sahudevelopers.in/,Company
1657,UPRERAPRM6202,ACE INFRACITY DEVELOPERS PRIVATE LIMITED,"01-B, Sector-126, Noida, U.P.",8588806417,sumit.tuli@acegroupindia.com,https://www.up-rera.in/www.acegroupindia.com,Company
1658,UPRERAPRM6212,M/s SHAMBHU DEVELOPERS,"153, Kamla Nagar, Meerut",9837043609,Mituljain7@gmail.com,https://www.up-rera.in/N/A,Partnership Firm
1659,UPRERAPRM62436,gospel infra con pvt. ltd.,"C 135, Nirala Nagar, Lucknow 226020",7800295555,gospelinfra@gmail.com,http://www.gospelinfracon.com/,Company
1660,UPRERAPRM6253,Jaypee Infratech Limited,"Sector - 128, Noida - 201304, Uttar Pradesh (India)",9650169966,rera.jil@jalindia.co.in,https://www.up-rera.in/www.jalindia.com,Company
1661,UPRERAPRM62610,AIRCON SYSTEMS INDIA PVT. LTD,"A-2/40 F/F, SAFDAR JUNG ENCALVE, NEW DELHI 110016.",9818822551,anthurium.rera@gmail.com,http://anthurium.in/,Company
1662,UPRERAPRM62683,LATYAN INFRASTRUCTURE PRIVATE LIMITED,"Corporate Office- A 41, The Corenthum, Tower B, Ground Floor, Sector-62 Noida, Gautam Budh Nagar-201301",9818822551,vishalverdhan@gmail.com,https://www.latyaninfra.com/,Company
1663,UPRERAPRM6273,Jaiprakash Associates Limited,"Sector - 128, Noida - 201304, Uttar Pradesh (India)",9650169966,rera.jal@jalindia.co.in,https://www.up-rera.in/www.jalindia.com,Company
1664,UPRERAPRM6285,R. R. Dwellings Pvt Ltd,"Ground Floor, Raja Ram Kumar Plaza, 75 Hazratganj, Lucknow - 226 001",8795834505,rohitagarwal@levanagroup.in,https://www.up-rera.in/www.levanagroup.in,Company
1665,UPRERAPRM63221,NIRALA INFRATECH PRIVATE LIMITED,"H-61, 1ST FLOOR, SECTOR-63, NOIDA-201301, UTTAR PRADESH, INDIA",8826900446,neph-ii@niralaworld.com,http://www.niralaworld.com/,Company
1666,UPRERAPRM63504,MANGAL BUILDWELL PVT.LTD,"RSN ARCADE, 6 L.S.C. NEAR PRINCE APARTMENT, I.P. EXTENSION, PATPARGANJ, DELHI-110092",9560096797,chopra.dk53@gmail.com,http://www.mangalgroup.in/,Company
1667,UPRERAPRM63539,Europa Infratech,"5/4, Vipul Khand, Gomti Nagar, Gomti Nagar, Lucknow - 226010.",9415049274,vastu9415049274@gmail.com,https://www.vastuarchitect.co.in/,Partnership Firm
1668,UPRERAPRM6378,ANSAL PROPERTIES & INFRASTRUCTURE LIMITED,"115, ANSAL BHAWAN, 16, KG MARG, NEW DELHI-110001",6389022190,reraansalapi@gmail.com,https://www.up-rera.in/www.ansalapi.com,Company
1669,UPRERAPRM6434,Admired Height Projects Private Limited,"Room no. 205, Welcome plaza, S-551, School Block- II, Shakarpur, New Delhi- 110092",9717105008,amar.p.ca1@gmail.com,,Company
1670,UPRERAPRM64450,FIROZABAD SHIKOHABAD DEVELOPMENT AUTHORITY FIROZABAD,RAJA KA TAAL TIRAHA NH-2 NEAR ORCHID GREEN FIROZABAD,8368281866,secy.fsda@gmail.com,http://fsdafirozabad.com/,Competent authority
1671,UPRERAPRM6468,Lifeways Infraestate Pvt Ltd,"Ground Floor, Raja Ram Kumar Plaza, 75 Hazratganj, Lucknow",9839225775,sales@levanagroup.in,https://www.up-rera.in/www.levanagroup.in,Company
1672,UPRERAPRM6473,EMAAR MGF LAND LIMITED,"Emaar MGF Land Ltd., Gomti Greens, Sector-7, Amar Shaheed Path, Near Suda office, Gomti Nagar Extension, LUCKNOW-226002",9919164164,coordination@emaar-india.com,https://in.emaar.com/en/,Company
1673,UPRERAPRM64792,Sapphire Infraventures Pvt. Ltd.,"GF-1, Sapphire Homes, 2 Fawn Brake Avenue, Sarojini Naidu Marg, Lucknow-226001.",8009002222,sapphiredeveloperslko@gmail.com,http://www.sapphirelko.com/,Company
1674,UPRERAPRM6516,RITA DIXIT,"E-2/3, VASANT VIHAR, NEW DELHI-110057",8447566520,kamlesh.jcw@gmail.com,,Individual
1675,UPRERAPRM6522,REGAL EMPORIA INFRATECH PRIVATE LIMITED,"GROUND FLOOR, TOWER B, TAPASYA CORP. HEIGHTS, SECTOR 126, NOIDA, (U.P.)",9643003791,ReraRE@homeandsoul.in,https://www.up-rera.in/www.homeandsoul.com,Company
1676,UPRERAPRM65412,SPOTLITE PROJECTS PRIVATE LIMITED,"PLOT NO. 2, FLAT NO. 118, F/F, NETAJI SUBHASH MARG, DARYA GANJ, DELHI, 110002",9650979426,spotlite.rera@gmail.com,http://spotlitemallofjoy.com/,Company
1677,UPRERAPRM6558,Panchsheel Buildtech Pvt. Ltd.,"H-169 Sector 63 Noida, Gautam Buddha Nagar, U.P.",9560098416,pr@panchsheelgroup.com,https://www.up-rera.in/www.panchsheelgroup.com,Company
1678,UPRERAPRM6561,BCC INFRASTRUCTURES PRIVATE LIMITED,"B-14, Phase-1, Vivek Vihar, Delhi-110095",7838191977,k.bharat@bccinfra.com,,Company
1679,UPRERAPRM65633,SWASTIK CITY PLANNERS PVT. LTD.,"B 30/68, LANKA, VARANASI-221005, U.P.",9648939032,accounts@swastikbuilders.in,http://swastikbuilders.in/,Company
1680,UPRERAPRM65697,J. K. COTTON LIMITED,"KAMLA TOWER, KANPUR, U.P.-208001",8009551300,csd@rituhousing.com,https://www.jkcotton.com/,Company
1681,UPRERAPRM66065,GO-HEIGHTS REAL ESTATE PRIVATE LIMITED,"209 CHAUDHARY COMPLEX, PLOT NO 9 VEERSAWARKAR BLOCK, SHAKARPUR DELHI East DELHI DL 110092 IN",9151115050,rera.goheight@oneoak.in,http://www.oneoak.in/,Company
1682,UPRERAPRM6633,PARKVIEW CITY LIMITED,"Village Baroli Ahir, Shamshabad Road, Agra",9999199876,vishambhara2010@yahoo.com,http://jaipuriasunrisegreens.in/,Company
1683,UPRERAPRM6668,SAYA HOMES PVT LTD,"B-7/45, Safdarjung Enclave Extention, New Delhi-110029",9717169948,cmd@sayahomes.in,https://www.up-rera.in/www.sayahomes.in,Company
1684,UPRERAPRM66842,ABR LANDCO,"A-6 MAHAVEER PARK EXTN. ALIGARH, UP, 202001",9720002250,greenparkaligarh@gmail.com,https://greenparkapartments.business.site/,Partnership Firm
1685,UPRERAPRM66907,Dreamland Holdings Ltd.,"8/2, Kiran Shankar Roy Road, 3rd Floor, Room No. 1 and 2, Kolkata - 700001",9415302443,chairman@dreamlandholdings.in,http://www.dreamlandholdings.in/,Company
1686,UPRERAPRM6731,Apex Infraventures Pvt. Ltd.,"F-25, Mansarover Garden New Delhi-110015",9810161713,apec.courtgreaternoida@gmail.com,,Company
1687,UPRERAPRM6747,SHREEGEE INFRA TOWERS PVT. LTD.,45 GANDHI NAGAR GARH ROAD MEERUT,9927873571,info@shreegeeinfra.com,https://www.up-rera.in/http/www.shreegeeinfra.com,Company
1688,UPRERAPRM6784,SKV Infotech Private Limited,"Plot No-17, Knowledge Park-V, Greater Noida (West) 201306, U.P.",9818685757,hrd@vhrindia.com,https://www.up-rera.in/www.vhrindia.com,Company
1689,UPRERAPRM6798,BULLAND REALTORS PRIVATE LIMITED,"D-138, Flat No.4, First Floor, Krishna Park, Khanpur, New Delhi - 110080",9193583643,NAGARSUNIL79@GMAIL.COM,https://www.up-rera.in/WWW.BULLANDINDIA.COM,Company
1690,UPRERAPRM6829,Sunworld Residency Private Limited,"Regd. - GH-01/C SECTOR - 168, NOIDA, Gautam Buddha Nagar, UP 201305",7409195206,care@sunworld.in,https://www.up-rera.in/www.sunworld.in,Company
1691,UPRERAPRM68534,AJAY ENTERPRISES PRIVATE LIMITED,"8TH FLOOR, EROS CORPORATE TOWER, NEHRU PLACE, NEW DELHI-110019",9654522444,secretarial@eros-group.com,http://www.eros-group.com/,Company
1692,UPRERAPRM6856,Mist Direct Sales Private Limited,"Garage No. 11, Gole Market, New Market, 110001",8860600063,mist.direct@gmail.com,,Company
1693,UPRERAPRM6904,ALPHA CORP DEVELOPMENT PRIVATE LIMITED,"Registered Office: UPPER BASEMENT, ALPHA MALL, MBM FARM, GT ROAD, SULTAN WIND SUB URBAN, AMRITSAR, P",8527150578,rera@alpha-corp.com,https://www.up-rera.in/http/www.alpha-corp.com,Company
1694,UPRERAPRM6946,NANDINI BUILDHOME CONSORTIUM PRIVATE LIMITED,"ATAL CHOWK, SECTOR-15/COMM-2, VASUNDHARA, GHAZIABAD",9999217488,accounts@nandinihomes.com,https://www.up-rera.in/www.nandinihomes.com,Company
1695,UPRERAPRM6953,competent Builders & Developers,"Vil- Nariyawal, behind Bichiachoti Temple, Post- PAC, Bareilly (U.P.)",8192001953,builderscompetent@gmail.com,https://www.up-rera.in/www.competentgroup.in,Partnership Firm
1696,UPRERAPRM6960,KW Homes Pvt. Ltd.,"Corporate Office: B-97, Sector 63, Noida, Gautam Budh Nagar (U.P.) - 201301 Registered Office:",9650095984,kwdelhi6gzb@gmail.com,https://www.up-rera.in/www.kwdelhi6.com,Company
1697,UPRERAPRM69882,DREAM PROCON PRIVATE LIMITED,"DREAM PROCON PRIVATE LIMITED 811,KRISHNA APRA PLAZA TOWER-1, NETAJI SUBHASH PLACE, PITAMPURA, NEW DELHI-110034",7838656755,admin.victory@victoryinfra.com,http://www.acenoida143.com/,Company
1698,UPRERAPRM70025,TOUCHSTONE FOUNDATION VRINDAVAN NCR and HARE KRISHNA MOVEMENT VRINDAVAN,"Registered Office Address- D-296, Basement, Sarvodaya Enclave, New Delhi-110017, Corporate Office Address- S-23/22, DLF Phase – III, Gurgaon -122002, Haryana , Site Address- Bhaktivedant Swami Marg, Chhatikara Road, Vrindavan Mathura, Administrative Office Address - A - 33, Sector - 50, NOIDA, Uttar Pradesh, PIN- 201301. Coordination Office Address - 141, Nehru Nagar II, F Block, Ghaziabad, Uttar Pradesh, PIN - 201001.",7409966550,ykd@vcm.org.in,http://vcm.org.in/,Societies
1699,UPRERAPRM70079,Govinda Housing Limited,"GH-2, 164C, ANKUR APARTMENT PASCHIM VIHAR NEW DELHI South West Delhi DL 110063 IN",9012278822,info@govindahousing.com,http://govindahousing.com/,Company
1700,UPRERAPRM70110,SAHA ESTATE DEVELOPERS PRIVATE LIMITED,"6 TH FLOOR, MATRIX TOWER, B-4, SECTOR 132 NOIDA-201301",9999123785,sandeep.deshpande@sahadevelopers.com,http://www.sahadevelopers.com/,Company
1701,UPRERAPRM70171,GURPREET SINGH,"17-A, MODEL TOWN, STADIUM ROAD, BAREILLY",8410031886,srcon@rediffmail.com,http://www.parklifebly.com/,Individual
1702,UPRERAPRM70394,TRINITY RENAISSANCE CONSTRUCTION,"18/406, NEAR D.A.V SCHOOL, INDIRA NAGAR, LUCKNOW, UTTAR PRADESH-226016",9919705000,javed_tdi@hotmail.com,http://www.trinity.com/,Partnership Firm
1703,UPRERAPRM70505,SPRING GARDEN,"3rd Floor, CP 138, Viraj Khand, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",9235606080,springgarden0999@gmail.com,https://www.springgarden.in/,Partnership Firm
1704,UPRERAPRM70596,Naresh Kumar Singhal HUF,"H. No.13,Kailash Colony,Rahe Raza,Civil Lines,Rampur City,Rampur,UP-244901",9837036556,nksinghal09@gmail.com,https://www.ramasinghalenclave.in/,Individual
1705,UPRERAPRM70627,MAX-DIGI INFOTECH PRIVATE LIMITED,"2 nd Floor Plot No. 3-4, A Block Market, Savitri Bhawan, Preet Vihar, Delhi-110092",9871113901,rera.cyberthum@bhutanigroup.com,https://www.bhutanigroup.com/,Company
1706,UPRERAPRM7071,Rudraksh Developers private limited,"WOODLAND GARDEN, OFF KURSI ROAD, SCORPIO CLUB THANA GUDMBA",8874202461,deepak.ds2008@gmail.com,,Company
1707,UPRERAPRM70768,ARHAM ESCON PVT. LTD.,"601, 6th Floor, Sachdeva Tower Community Center, Karkardooma, Delhi-92",9582261535,info.arham@arihantgroup.co.in,http://www.arihantbuildcon.com/,Company
1708,UPRERAPRM70820,Hamilton Court,"C-15, Khasara No. 162, Saidpur Jageer, BKT, Lucknow",9335821000,hamiltoncourtlucknow@gmail.com,http://hamiltoncourtlko.com/,Partnership Firm
1709,UPRERAPRM70839,GOVIND INFRAPLANNER PRIVATE LIMITED,"KRISHNAVAAS, SHASTRIPURAM, SIKANDRA, AGRA, UTTAR PRADESH, 282007",9997194182,singhalgroupofcompanies@gmail.com,https://singhalgroupofcompanies.co.in/,Company
1710,UPRERAPRM70889,Sanjeev Kumar Singhal,"3, Kailash Colony, Opposite S.P. Residence, Rahe Raza, Rampur (UP) - 244901",9412251774,singhalsanjeev20@gmail.com,https://www.linkedin.com/in/sanjeev-kumar-singhal-985b9238/,Individual
1711,UPRERAPRM71329,Shree Badrinath Constructions,"68, Mayur Vihar, Dholi Pyau, Mathura, U.P., 281001",9897676006,rahul29singhal@gmail.com,https://sbcmathura.co.in/,Proprietorship Firm
1712,UPRERAPRM7170,Exotica Housing & Infrastructure Projects Pvt Ltd.,"228, Basement, Jagriti Enclave, Delhi - 110092",9599555764,Exotica_rera228@exoticahousing.in,https://www.up-rera.in/www.exoticahousing.in,Company
1713,UPRERAPRM7184,Aims Golf Town Developers Private Limited,"3/10, Paschimi Marg, Vasant Vihar, New Delhi- 110057",9654504276,drsanjeev1@gmail.com,https://www.up-rera.in/www.aimsgroup.in,Company
1714,UPRERAPRM7226,Ambience Private Limited,"L-4, Green Park Extension, New Delhi - 110016",9999786633,compliance@ambienceisland.com,https://www.ambiencegroup.in/,Company
1715,UPRERAPRM72309,Greenline Vintrade Private Limited,"7, Swallow Lane Kolkata, 700001 West Bengal. India",9831139305,SSIPL@umay.in,https://www.umay.in/,Company
1716,UPRERAPRM724,SURAJ INFRAVENTURES PVT LTD,"EMAAR MGF Township, Gomti Greens, Sector - 7, Gomti Nagar Extn. Lucknow 226002 UP IN",9839022144,accounts@oranje.co.in,https://www.oranje.co.in/,Company
1717,UPRERAPRM7241,Valuent Infradevelopers Private Limited,"H-169 sector 63 Noida, Gautam Buddha Nagar, U.P.",9560098416,accounts@panchsheelgroup.com,https://www.up-rera.in/www.panchsheelgroup.com,Company
1718,UPRERAPRM7243,ANGELS INFRAHEIGHT PRIVATE LIMITED,"C-23, ASHOKA NIKETAN ANAND VIHAR DELHI-110092",9999632112,uppalbuilder.soniya@gmail.com,https://www.up-rera.in/www.casawoodstock.com,Company
1719,UPRERAPRM72465,Kunti Builders,"Near ram lal & sons (Petrol Pump) Utarthia, Raebareli Road, Lucknow.",9919119944,builderskunti@gmail.com,http://www.kuntibuilders.com/,Partnership Firm
1720,UPRERAPRM7286,Sukriti Structures Pvt.Ltd,"3/305,Vivek Khand,Gomti Nagar,Lucknow",9415016213,sudhir.pandey35@gmail.com,https://www.up-rera.in/www.sukritigrouplko.com,Company
1721,UPRERAPRM72946,PRIME BUILDERS AND DEVELOPERS,"31 DOMAILA, MIRZAMURAD, VARANASI,UP-221307",7985121784,PRIMEBUILDERS2019@GMAIL.COM,https://www.primeinfrarealty.com/,Partnership Firm
1722,UPRERAPRM7295,DBF INFRASTRUCTURE PVT LTD.,"DBF BUILDING, GARHI- GULDHAR, DELHI-MEERUT ROAD, GHAZIABAD UP.",8130722669,dbf.narendra@gmail.com,https://www.up-rera.in/www.dbf.co.in,Company
1723,UPRERAPRM7304,om shanti developers rajghat,OM SHANTI GREEN BEHIND RAJGHAT COLONY SHIVPURI ROAD JHANSI-284003,7619942222,omshantigreens.rajghat@gmail.com,,Partnership Firm
1724,UPRERAPRM7308,Varun Buildtech Pvt Ltd,"KHASRA NO. 1048, 1049, BLOCK -G , OFFICER CITY 2, RAJNAGAR EXT. GHAZIABAD",8800440825,varunbuildtech@gmail.com,https://www.up-rera.in/www.varunbuildtech.com,Company
1725,UPRERAPRM73322,"DEV SHIKHAR INFRATECH ""LLP""","13/579,Indira Nagar,Lucknow-226016",8601211444,aamfd6858p@gmail.com,http://www.devshikhar.com/,Proprietorship Firm
1726,UPRERAPRM7341,Mahesh Infracon Pvt. Ltd.,"Mahesh Towers, Plot No.2/2, 3rd Floor, Vishwas Khand -2, Gomti Nagar, Lucknow. 226010",9335218261,info@miplbuilder.com,https://www.up-rera.in/www.maheshagarwalgroup.com,Company
1727,UPRERAPRM73490,STRAWBERRY DEVELOPERS PRIVATE LIMITED,"64, CIVIL LINES, BAREILLY, U.P.-243001",8477007195,STRAWBERRYDEVELOPERSBLY@GMAIL.COM,http://www.hdpl.in/,Company
1728,UPRERAPRM7375,Suncity Hi-Tech Infrastructures Pvt. Ltd.,"M-4 Mezzanine Floor, South Extension Part II, New Delhi, Delhi 110049",7290015126,rera.suncity@gmail.com,https://www.up-rera.in/NA,Company
1729,UPRERAPRM73757,PURVANCHAL PROJECTS PRIVATE LIMITED,"LSC, A-7, 2nd FLOOR, PURVANCHAL PLAZA, MAYUR VIHAR, PHASE-II, DELHI-110092",9971593481,contact@purvanchalprojects.com,http://purvanchalprojects.com/,Company
1730,UPRERAPRM7382,ZARS DEVELOPERS PVT LTD,"Iris Avnue , Shradhapuri Phase -I , Main NH 58 , Meerut",9643494840,zarsinfra@gmail.com,,Company
1731,UPRERAPRM73892,Homekraft Infra Private Limited,"ATS Tower Plot No-16 Sector 135, Noida UP 201305",8860083374,PIOUSHIDEAWAYS@HOMEKRAFT.IN,https://homekraft.in/,Company
1732,UPRERAPRM7399,STARCITY REAL ESTATES PRIVATE LIMITED,FLAT NO. 205 PALM GROVE APARTMENTS SECTOR-50 NOIDA-DISTT. GAUTAM BUDH NAGAR (U.P)- 201307,9958971546,tarun.giri@acegroupindia.com,https://www.up-rera.in/www.acegroupindia.com,Company
1733,UPRERAPRM74111,ASJ PROMOTERS AND DEVELOPERS PRIVATE LIMITED,"D-8 LAXMINAGAR,NEW DELHI",8449715510,parasenclaveasj@gmail.com,https://asjparasenclave.com/,Company
1734,UPRERAPRM7439,Shree Riddhi Siddhi Constructions,"Hall H-1, Second Floor, Padam Plaza Plot No.5, Sector 16-B, Awas-Vikas Sikandra Yojna, Agra-282007",9045873015,info@shreeriddhisiddhi.com,https://www.up-rera.in/www.shreeriddhisiddhi.com,Partnership Firm
1735,UPRERAPRM74544,Varahi Builders Private Limited,"Khasra No 41, Chamroli Taj Ganj Ward, Agra, UP - 282001",9536900019,varahiapartments@gmail.com,https://www.varahiapartments.com/,Company
1736,UPRERAPRM74586,CHANDRA TOWER PVT LTD,"Chandra Chambers,S-2/638A Club Road, Varanasi cantt 221002",9415226499,anuragcha@gmail.com,https://www.chandratowers.com/,Company
1737,UPRERAPRM7482,Kanpur Development Authority,"KDA Compound, Motijheel, Kanpur",9794552865,secykda@gmail.com,https://www.up-rera.in/www.kdaindia.co.in,Competent authority
1738,UPRERAPRM7485,CAPITAL INFRAPROJECTS PRIVATE LIMITED,"313-315, VIKAS DEEP BUILDING, DISTRICT CENTER, LAXMI NAGAR, DELHI-110092",9811373919,ciplrera@iitlnimbusgroup.com,https://www.up-rera.in/www.nimbusgroup.net,Company
1739,UPRERAPRM7502,D S INFRASTRUCTURE,"R-11/135, RAJNAGAR GHAZIABAD UP",8130722669,devdbf@gmail.com,,Partnership Firm
1740,UPRERAPRM75091,Capable Buildwell Private Limited,"B-51/3 Corentham Tower, Sector-62, Noida.",9999691409,info@capablebuild.com,http://www.theemporia.in/,Company
1741,UPRERAPRM75405,JHM INFRAHOMES PRIVATE LIMITED,"khasra no 498 and 500 Chandpur Bichpuri, Dohra Road, BAREILLY 243006",9897073073,jhminfrahomes@gmail.com,http://www.jhminfra.in/,Company
1742,UPRERAPRM75589,Sun Developers,"Near - Sugarcane Research Institute, Lodhipur, Shahjahanpur - 242001",7379700000,sundevelopersspn@gmail.com,http://www.up-rera.in/project,Partnership Firm
1743,UPRERAPRM75765,Jyotisuper Construction and Housing Pvt. Ltd.,A-41 1210 tower A correnthum sec 62 noida,9212162771,jyotisupercons@gmail.com,http://www.jyotisuper.com/,Company
1744,UPRERAPRM75869,U.P. STATE INDUSTRIAL DEVELOPMENT CORPORATION LIMITED,"A-1/4, Lakhanpur, Kanpur Nagar-2085024",9839163052,potransganga@upsida.co.in,https://www.onlineupsidc.com/,Company
1745,UPRERAPRM76077,ATS Grand Realtors Private Limited,ATS Tower Plot No -16 Sector 135 Noida 201305,9643007884,kabanahigh@atsgreens.com,http://www.atsgreens.com/,Company
1746,UPRERAPRM76183,AMA TOWERS LLP,GH-01 Sector 143 Noida,8239730433,architect@rngcorp.com,https://www.yourtoday.in/,Company
1747,UPRERAPRM7626,ABHIYAAN BUILDCON PRIVATE LIMITED,"14 IBRAHIMPUR, MAZRA KATKA, JHUNSI, NEAR INDIAN OIL TRIVENIPURAM, ALLAHABAD",9307502104,verma.anubhav@gmail.com,http://www.abplhomes.com/,Company
1748,UPRERAPRM76286,Countyconcept Developers LLP,"County One O Seven, Plot No. - GH - 01 / A / B (Alpha), Sector - 107, NOIDA, Gautam Buddha Nagar, U.P., ZIP - 201301",9899999290,rera@countygroup.in,http://www.countygroup.in/,Partnership Firm
1749,UPRERAPRM7636,M I Builders Private Limited,"VIth Floor Janpath Complex, 9A, Ashok Marg, Lucknow-226001",7570901594,mibuilders@yahoo.com,https://www.up-rera.in/mibuilders.com,Company
1750,UPRERAPRM76696,ANAND YADAV,"539K/64 FAIZABAD ROAD, HARI NAGAR LUCKNOW, INDIRA GANDHI UTTAR PRADESH-226016",9918200008,CSHARSHPAHWA@GMAIL.COM,http://www.picecapital.com/,Individual
1751,UPRERAPRM76738,Artha Infratech Pvt. Ltd.,"F-7, East of Kailash, New Delhi-110065",9818678349,skgupta1100@yahoo.com,http://www.trustoneindia.com/,Company
1752,UPRERAPRM76766,SANJAY KUMAR SAHU,SHUBHAM THEATRE BUILDING CANTT ROAD KAISERBAG LUCKNOW 226001,6387193339,kalpanaconstructions.2018@rediffmail.com,http://kalpanaconstructions.com/,Individual
1753,UPRERAPRM7682,LOGIX INFRA DEVELOPERS PVT.LTD.,"301- A, WORLD TRADE TOWER, BARAKHAMBA LANE, CONNAUGHT PLACE,NEW DELHI-110001",9958590014,devender@logixgroup.in,https://www.up-rera.in/www.logixgroup.in,Company
1754,UPRERAPRM7694,SANCHAR NEST SAHAKARI AWAS SAMITI LTD,WAVE CITY GHAZIABAD,8800295733,sancharnest@gmail.com,,Societies
1755,UPRERAPRM77333,Jai Ambey Estates Pvt Ltd,"396/A Pocket J and K, Dilshad Garden, Delhi 110095",9910398707,chanana.vivek@gmail.com,http://jaiambeyestates.com/,Company
1756,UPRERAPRM77395,MOONVILLA DEVELOPERS PRIVATE LIMITED,"14/57-B CIVIL LINES, KANPUR-208001",9935648248,ca77vishalgupta@gmail.com,http://www.babawears.com/,Company
1757,UPRERAPRM774,MANJU J HOMES INDIA LIMITED,,9810085717,md@manjujhomes.com,,Company
1758,UPRERAPRM7752,LOGIX CITY DEVELOPERS PVT.LTD.,"301-A, WORLD TRADE TOWER, BARAKHAMBA LANE, CONNAUGHT PLACE, NEW DELHI-110001",9810790922,cs@logixgroup.in,https://www.up-rera.in/www.logixgroup.in,Company
1759,UPRERAPRM7759,ASGI PROPERTIES PVT LTD,"ANSAL API, SUSHANT AQUAPOLIS DOONDAHERA GHAZIABAD - UP - 201016",8527733446,KWALIA@ASGIREALITY.COM,https://www.up-rera.in/WWW.ASGAPPLE7.COM,Company
1760,UPRERAPRM77722,VASUNDHARA INFRA BUILD PVT.LTD.,"VASUNDHARA RESIDENCY,PARIKARMA MARG NEAR SHRI RAM COLLEGE,ALMASPUR,MUZAFFARNAGAR U.P. PIN. NO. 251001",7017496049,sanjaytevatiya10@gmail.com,https://vasundharainfrabuild.com/,Company
1761,UPRERAPRM77737,ELICIT REALTECH PRIVATE LIMITED,"SC-01/CA-07 Sector-150, Noida",9729904432,aunirban@sahadevelopers.com,https://www.sahadevelopers.com/,Company
1762,UPRERAPRM77868,KANPUR INFRADEVELOPERS LLP,"Rudra House, 15/63,Civil Lines,Kanpur,Kanpur,Uttar Pradesh,208001,India",8953004480,rera.kidilip@rudra.net.in,https://www.rudrarealestate.com/,Partnership Firm
1763,UPRERAPRM7796,PARY DEVELOPERS PRIVATE LIMITED,"B-22, 6TH FLOOR POCKET, 9-A, JASOLA, DELHI-110025",9599088291,RERA@PARY.CO.IN,,Company
1764,UPRERAPRM7813,MAXBLIS CONSTRUCTION PRIVATE LIMITED,"C-67, FIRST FLOOR, PANDAV NAGAR COMPLEX, GANESH NAGAR, DELHI-92",8447744321,ACCOUNT@MAXBLIS.COM,https://www.up-rera.in/WWW.MAXBLIS.COM,Company
