Sr No,Project Name,Promoter Name,Address,Project Type,Email,Phone,Approval ID,City,Start Date,End Date,Remarks
3806,GANESH GLORIOUS,GANESH INFRATECH,"16, Amarnath Villa, Behind Suryam Elegance S P Ring Road, Odhav Ahmedabad 382415",Mixed Development,ganeshinfratech2022@gmail.com,9925460556,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA11483/A1M/260924/300627,Ahmedabad,17-03-2023,08-11-2027,NA
3807,Rhythm Aura,LAXMIKANT BUILDCON,"9/Ratnamani Bunglows, Nr. Star India Bazar, Jodhpur Satellite, Ahmedabad Ahmedabad 380015",Mixed Development,rythmaurarera@gmail.com,9898550030,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA11740/090523,Ahmedabad,09-05-2023,31-03-2027,NA
3808,Vashikaa Param,VASHIKAA INFRA DEVELOPERS,"SHOP-2 VASHIKAA AAHAN, NR SHAGUN -108 S.P.RING ROAD ZUNDAL Gandhinagar 382421",Mixed Development,ompatel410001@gmail.com,9925041268,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11627/180423,Ahmedabad,18-04-2023,31-03-2024,NA
3809,RIDDHI SIDDHI INDUSTRIAL PARK,JMBR VIBRANTS INFRA LLP,"80/2/A, First Floor, The Aadarsh Co Op Industrial Estate Ltd Nr. Gravity Weigh Bridge, Chakudia Mahadev Temple Road, Rakhiyal Ahmedabad 380023",Commercial,jmbrvibrantsinfra@gmail.com,9824025704,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA11799/220523,Ahmedabad,22-05-2023,31-12-2026,NA
3810,BAJRANG ESTATE,RAM KRISHNA DEVELOPERS,"F.P NO 54, BAJRANG ESTATE, B/H BAHUCHAR PARTY PLOT SINGARVA-KATHWADA ROAD, KATHWADA Ahmedabad 380038",Commercial,ramkrishnadevelopers2023@gmail.com,9825020460,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12336/290923,Ahmedabad,29-09-2023,31-12-2024,NA
3811,IDEAL IMBERT,HARVY DEVELOPERS LLP,"C-1401,ANUTHAM OPP VISHVAS CITY-5 Ahmedabad 380061",Mixed Development,idealgreenfra.sales@gmail.com,9797970066,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12106/A1M/180924/311226,Ahmedabad,06-07-2023,31-01-2028,NA
3812,SKYLINE,S & A CORPORATION,"706, Atlanta Tower, Ambawadi, Ahmedabad Ahmedabad 380015",Residential/Group Housing,swaraskyline12@gmail.com,8490875526,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11658/240423,Ahmedabad,24-04-2023,31-12-2025,NA
3813,STHAPATYA BLISS,STHAPATYA DEVELOPERS,"5 KIRTI COLONY, Swar Apartment Nr. Usmanpura Underbridge , Usmanpura, Ahmedabad Ahmedabad 380013",Mixed Development,sthapatyabliss@gmail.com,9974599655,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11843/240523,Ahmedabad,24-05-2023,20-10-2027,NA
3814,SATYAMEV ROYAL 4,SHREE SIDDHI REALTY BUILDWELL LLP,"3rd Floor,301, Anand I Pride, Nr. Dwarkesh business Hub Tapovan to Visat Circle Road Ahmedabad 382424",Mixed Development,satyamev289@gmail.com,7600076122,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13044/270224/310327,Ahmedabad,27-02-2024,31-12-2029,NA
3815,RAINBOW VILLAS,RAJESHWARI DEVELOPERS,"20 MANAV MANDIR BUNGLOWS NR. OLD AARADHNA SCHOOL, MANINAGAR Ahmedabad 380008",Residential/Group Housing,darshcompany123@gmail.com,9376112174,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11741/090523,Ahmedabad,09-05-2023,31-12-2027,NA
3816,KUDRAT INDUSTRIAL PARK,PAVAN ASSOCIATE,"SURVEY NO. 1000, KUDRAT INDUSTRIAL PARK NR. BAHUCHAR PARTY PLOT, OPP. SWETYAN ESTATE, KATHWADA SINGRAWA ROAD Ahmedabad 382430",Commercial,pavanassociate1000@gmail.com,7600249052,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12137/100723,Ahmedabad,10-07-2023,31-12-2027,NA
3817,MAHADEV LAVISH,SHIV LAND DEVELOPERS,"OFFICE NO. 6-9, MAHADEV ELEGANCE, OPP. PRAHARSH PLATINUM VIP ROAD SELA, THALTEJ Ahmedabad 380058",Mixed Development,mahdevlavishrera2023@gmail.com,9979898260,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11599/150423,Ahmedabad,15-04-2023,31-12-2027,NA
3818,SWARA SKYVILLE,SWARA INFRA,"304,SUYOJAN MILAN PARK SOCIETY, NR PRESIDENTHOTEL,OFF C.G.ROAD,AHMEDABAD Ahmedabad 380009",Residential/Group Housing,swaraskyville@gmail.com,9824672170,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11644/210423,Ahmedabad,21-04-2023,31-12-2027,NA
3819,ARYAMAN KALPVRUKSH,RAGHUVIR BUILDCON,"36 ARPAN BUNGLOWS , NR SHUKAN BUNGLOWS NEW NARODA , NIKOL NARODA ROAD Ahmedabad 382345",Mixed Development,aryamankalpvrukshrera@gmail.com,7016674539,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11784/180523,Ahmedabad,18-05-2023,06-12-2026,NA
3820,SANSKRUTI HEIGHTS,R J DEVELOPERS,A 1 106 GALAXY SIGNATURE OPP SHUKAN BUNGLOWS 1 SOLA THALTEJ AHMEDABAD Ahmedabad 380060,Mixed Development,rjd992022@gmail.com,8000818100,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11647/210423,Ahmedabad,21-04-2023,31-12-2026,NA
3821,AAVYAN,BALAJI SOLITAIRE AARYA INFRA LLP,"510, AARYA EPOCH, NR TATA MOTOR, OPP. PASSPORT SEVA VIJAY CROSS ROADS, Navrangpura, Ahmedabad, Gujarat, India-380009 Ahmedabad 380009",Mixed Development,balajisolitaire2025@gmail.com,9825039694,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11596/150423,Ahmedabad,15-04-2023,31-03-2026,NA
3822,VISHRANTI APARTMENT,VASUPUJYA INFRA,"106, DWARKESH COMPLEX, NR. CLASSIC HOTEL NAVRANGPURA Ahmedabad 380009",Residential/Group Housing,vishrantiapartmentrera2023@gmail.com,9825005372,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12125/070723,Ahmedabad,07-07-2023,31-12-2026,NA
3823,SHOOLIN BUNGLOWS,SAHYOG DEVELOPERS,"13 PADMA BUNGLOWS PART-2 SHUKAN CROSS ROAD, NIKOL Ahmedabad 382350",Residential/Group Housing,nirav2355@gmail.com,9998175917,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11702/020523,Ahmedabad,02-05-2023,30-09-2025,NA
3824,ARHAM AVENUE,SAMAY REALTORS-171,11TH FLOOR F-10 SALFAL PRELUDE BH ASHWARAJ BUNGLOWS SARKHEJ AHMEDABAD Ahmedabad 380051,Mixed Development,samayrealtors171@gmail.com,9099914727,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA14323/251024/310326,Ahmedabad,25-10-2024,31-12-2029,NA
3825,THE GUJARAT NATIONAL FLATS CO.OP HOU. SOC LTD,GREYSTONE BUILDCON,"635, CITYGATE, BESIDE VISHALA HOTEL VISHALA NAROL ROAD, Ahmedabad 380055",Residential/Group Housing,greystonebuildcon2023@gmail.com,9898103733,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11697/010523,Ahmedabad,01-05-2023,31-12-2027,NA
3826,CROWN-140,KRISHNA INFRASTRUCTURE,"B-1102, RADHE HEIGHTS, NR SAFAL BUNGLOWS, Bhat, Gandhinagar, Gandhinagar Gandhinagar 382428",Mixed Development,krishnainfrastructure140@gmail.com,9227204827,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA11913/050623,Ahmedabad,05-06-2023,30-06-2025,NA
3827,RATNAMOHAN 14,SAIRUDRAM DEVCON,"D-124,1, GHANTAKARAN MAHAVIR MARKET NEAR NEW CLOTH MARKET, SARANGPUR Ahmedabad 380002",Residential/Group Housing,sairudram.devcon@gmail.com,9328450666,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12240/010923,Ahmedabad,01-09-2023,31-12-2026,NA
3828,OMKARA SKYLINE,ADIKARA DEVELOPER,"A-5/54, 5TH FLOOR, AALOK-5, NR. NIRAANT CROSS ROAD VASTRAL Ahmedabad 382418",Mixed Development,omkarskylinerera2023@gmail.com,8160728091,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13621/030624/311228,Ahmedabad,03-06-2024,31-12-2031,NA
3829,BLISS GRANDEUR- 1,SATYAJA INFRACON,"OFFICE NO. 811,8TH FLOOR, I SQUARE SCIENCE CITY ROAD, THALTEJ, SOLA Ahmedabad 380060",Plotted Development,satyajainfraconrera@gmail.com,9724315882,PR/GJ/AHMEDABAD/DHOLERA/DSIRDA/PAA12734/030124/310328,Ahmedabad,03-01-2024,31-03-2028,NA
3830,BLISS GRANDEUR- 2,SATYAJA INFRACON,"OFFICE NO. 811,8TH FLOOR, I SQUARE SCIENCE CITY ROAD, THALTEJ, SOLA Ahmedabad 380060",Plotted Development,satyajainfraconrera@gmail.com,9724315882,PR/GJ/AHMEDABAD/DHOLERA/DSIRDA/PAA12719/211223/310328,Ahmedabad,21-12-2023,31-12-2027,NA
3831,PRELUDE INDUSTRIAL PARK,SATYAJA INFRATECH,"OFFICE NO. 811, 812 ,8TH FLOOR, I SQUARE, SCIENCE CITY ROAD, THALTEJ, SOLA, AHMADABAD CITY Ahmedabad 380060",Plotted Development,satyajainfratechrera@gmail.com,9727256234,PR/GJ/AHMEDABAD/DHOLERA/DSIRDA/PAA12807/240124/310328,Ahmedabad,24-01-2024,31-03-2028,NA
3832,SUKIRTI 54,SUKIRTI DEVELOPERS,"Hariom Nagar Society 13, Vraj Complex Prernatirth Jain Derasar Road, Satellite Ahmedabad 380015",Mixed Development,sukirtigreens54@gmail.com,9724497253,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA11597/150423,Ahmedabad,15-04-2023,30-09-2025,NA
3833,THE ORCHARD,SETU REDEVELOPMENT PROJECTS LLP,GULBAI TEKRA NAVRANGPURA NEXT TO AWS-2 Ahmedabad 380009,Mixed Development,theorchard91@gmail.com,9924517111,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11765/150523,Ahmedabad,15-05-2023,31-03-2027,NA
3834,EARTH ELEANOR,7th HEAVEN DEVELOPERS,"Shop No.2/Purva Icon, Opp. Baliyadev Temple B/h. Nagarpalika Office, Bopal Ahmedabad 380085",Residential/Group Housing,eartheleanorrera2023@gmail.com,9925033566,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11945/120623,Ahmedabad,12-06-2023,31-03-2027,NA
3835,Virat Square,VIRAT DEVELOPERS,"Khata No. 363, Survey No. 83, TPS No. 99, F.P. No. 40 Virat Square, Chiloda Ahmedabad 382330",Commercial,viratdevelopersrera@gmail.com,9898199349,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12158/180823,Ahmedabad,18-08-2023,31-03-2028,NA
3836,SHANTIBAN DREAMS,PARV INFRACON LLP,"T.P.NO-2/B2, O.P.NO- 80 F.P.NO- 09 VILLAGE –DHOLERA TAL. – DHOLERA DIST. AHMADABAD Ahmedabad 382455",Mixed Development,shantibandreams23@gmail.com,9374999000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/MAA11736/080523,Ahmedabad,08-05-2023,31-05-2025,NA
3837,RADHE ATLANTIS,RAGHUNANDAN DEVELOPERS,"RADHE ATLANTIS, BLOCK NO. - 493/A, T.P. NO.- 92,F.P. NO. -5/2 VILL, HATHIJAN, TAL. VATVA, DIST. AHMEDABAD Ahmedabad 382435",Mixed Development,raghunandandevelopers11@gmail.com,9824217009,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12263/A1M/150724/311227,Ahmedabad,01-09-2023,31-12-2027,NA
3838,MEEM LIGHT RESIDENCY,MEEM LIGHT INFRA BUILD PRIVATE LIMITED,"39, MULLAH IBRAHIMS CHAWL, B/H. MONOGRAM MILLS, RAKHIAL ROAD Ahmedabad 380023",Residential/Group Housing,meemlightresidency2023@gmail.com,9898935656,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12367/041023,Ahmedabad,04-10-2023,30-04-2028,NA
3839,RADHE PARIJAT,VASTU NIRMAN BUILDCON,A/404 VRUNDAVAN HOMES VINAYAK FLORA Gandhinagar 382421,Mixed Development,radheparijat123@gmail.com,7878220522,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12087/060723,Ahmedabad,06-07-2023,31-12-2026,NA
3840,DS 208,TRICON CONSTRUCTION,"49/Tejendra Park Society, Nr. Nirant Cross Road, Ratanpura Gam, Vastral, Ahmedaba Ahmedabad 382418",Mixed Development,ds208rera@gmail.com,9327022752,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11899/030623,Ahmedabad,03-06-2023,31-10-2027,NA
3841,AURA PARISAR,SHIVMAN BUILDCON,"B 37,RAJ RATAN BUNGLOWS M.B PATEL FARM,JASHODANAGAR Ahmedabad 382449",Mixed Development,shivmanbuildcon@gmail.com,9687906568,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12167/230823,Ahmedabad,23-08-2023,31-12-2026,NA
3842,Ample Elysium 2,ABYSS INFRACON,"C/1207, Titanium City Centre, Nr. Sachin Tower, 100 Ft Road, Shyamal, Satellite, Ahmedabad Ahmedabad 380015",Residential/Group Housing,info.abyssinfracon@gmail.com,9898291811,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12038/280623,Ahmedabad,28-06-2023,30-09-2025,NA
3843,VISHAKHA Empyrean,The Brick Bond Realty,"Final Plot No- 96, T.P Scheme no- 36, Block no- 214B, Ghatlodiya Ahmedabad 382481",Mixed Development,vskempyrean@gmail.com,8141221156,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA11937/A1M/160724/310328,Ahmedabad,12-06-2023,31-12-2027,NA
3844,SHREE HARI HEAVEN,NEELKANTH DEVELOPERS,"BUNGLOW - 18, ADARSH -23, NR. SUJAL BUNGLOWS, BODAKDEV, AHMEDABAD - 380059 Ahmedabad 380059",Mixed Development,shreehariheaven23@gmail.com,7600113811,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11753/110523,Ahmedabad,11-05-2023,31-12-2026,NA
3845,Alaknanda Shashwat,ALAKNANDA CONSTRUCTION,"912,0,One World West Near Ambli BRTS Bus stop,Thaltej Ahmedabad, Daskroi Ahmedabad 380058",Residential/Group Housing,alaknandashashwat.rera@gmail.com,9825215553,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11970/190623,Ahmedabad,19-06-2023,31-12-2026,NA
3846,FORTUNE EMPIRE,TAPAS BUILDCON,"FORTUNE EMPIRE, NEAR HOTEL SILVER GRAND S.P. RING ROAD, HANSHPURA, Ahmedabad 382330",Mixed Development,fortuneempire2023@gmail.com,9979991881,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11745/090523,Ahmedabad,09-05-2023,31-03-2026,NA
3847,STELLAR BUSINESS CENTRE,SIDDHANATH DEVELOPERS,"SIDDHANATH SADAN NEAR GHIYANAGAR SOCIETY, NEAR GALAXY CINEMA, NARODA Ahmedabad 382330",Commercial,siddhanathdevelopers71@gmail.com,8000043269,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/CAA12123/A1C/061124/311227,Ahmedabad,07-07-2023,31-12-2028,NA
3848,SHREE RANGA RESIDENCY,KAMLESHBHAI RAVABHAI CHAUHAN,"380/1-2, PRAVIN NAGAR, OPP. CANCER HOSPITAL SARKHEJ ROAD, VASNA Ahmedabad 380007",Residential/Group Housing,rangaresidencyrera2023@gmail.com,9825251288,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11873/300523,Ahmedabad,30-05-2023,31-03-2027,NA
3849,VINAYAK ELYSIUM,VINAYAK INFRACON,"704 DREAM RISE, NR HETARTH PARTY PLOT SCIENCE CITY ROAD, SOLA Ahmedabad 380060",Residential/Group Housing,infracon@vinayakbuildcon.com,9825209915,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11686/290423,Ahmedabad,29-04-2023,31-12-2027,NA
3850,JINESHWAR HEIGHTS,RAGHVANI DEVELOPERS LLP,"S.NO. 1322/B, TF-301, LAWAR NI POLE, MG HAVELI ROAD MANEKCHOWK, AHMEDABAD Ahmedabad 380001",Mixed Development,raghvanidevelopersllp@gmail.com,7878454525,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12193/280823,Ahmedabad,28-08-2023,31-12-2025,NA
3851,LA MARQUE,ADINATH BUILDERS,"203, Shashwat Complex Opp. HDFC House, Navrangpura Ahmedabad 380009",Residential/Group Housing,rera.lamarque@gmail.com,9601191515,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11582/110423,Ahmedabad,11-04-2023,31-10-2027,NA
3852,BALAJI INDUSTRIAL PARK,SARJAN DEVELOPERS,"SR NO-1109/002, F P NO-48, BALAJI INDUSTRIAL PARK BESIDE HAREKRISHNA -51 Ahmedabad 382430",Commercial,sarjandevelopersitr@gmail.com,9409910910,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA12010/230623,Ahmedabad,23-06-2023,31-12-2027,NA
3853,KARM EXOTICA,KARM CONSTRUCTION,"Nikol Lake, Survey No. 484/1, FP No. 126/1, Nr. SMVS Swaminarayan Temple, Nikol Road, Nikol, Ahmedabad 382350",Mixed Development,kashyap9171@gmail.com,8490070074,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MN345AA10245/290423,Ahmedabad,29-04-2023,31-12-2026,NA
3854,MONDEAL ONE,HN SAFAL INFRA DEVELOPERS PRIVATE LIMITED,"HN SAFAL HOUSE, BESIDE CIRCLE P COMPLEX, S.G. HIGHWAY, PRAHLADNAGAR Ahmedabad 380015",Commercial,mondeal2.rera@gmail.com,8980038426,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA11833/230523,Ahmedabad,23-05-2023,31-12-2025,NA
3855,TITANIUM WORLD TOWER,G S DEVELOPERS,"GOYAL HOUSE,OPP KARNAVATI CLUB S G HIGHWAY Ahmedabad 380015",Commercial,twt.rera1@gmail.com,8980013923,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12054/010723,Ahmedabad,01-07-2023,02-12-2026,NA
3856,Samanvay,SKYDEN INFRABUILD LLP,"Office 806, One 42, North Tower, Off Ambli Road Nr. Ashok Vatika, Ambli Ahmedabad 380058",Mixed Development,rera.samanvay1@gmail.com,6352150793,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13601/310524/300628,Ahmedabad,31-05-2024,31-03-2026,NA
3857,SIDDHIPRIYA GRACIA,SIDDHIPRIYA REALITY,"6,7,8, Chittvan Society, Opp. Kavisha Celebration Center,Thaltej, Bopal Bopal Ahmedabad 380058",Mixed Development,siddhipriyareality@gmail.com,9106758739,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/MAA13809/080724/311228,Ahmedabad,08-07-2024,31-12-2026,NA
3858,AIKYA THREE,ARAIYA BUILDCON LLP,"C1209, THE FIRST, NEAR KESHAVBAUG, BEHIND ITC HOTEL VASTRAPUR, AHMEDABAD Ahmedabad 380015",Residential/Group Housing,roshmin@araiya.org,9924434000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/SUDA/RAA11892/020623,Ahmedabad,02-06-2023,31-12-2026,NA
3859,HEAVEN LANDMARK,RADHE DEVELOPERS,"HEAVEN LANDMARK, 108 HANSHPURA GAM ROAD, BESIDE GANESH-48 HANSHPURA, NARODA Ahmedabad 382330",Mixed Development,radhedevelopers2024@gmail.com,9898244503,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA13428/020524/300629,Ahmedabad,02-05-2024,31-03-2028,NA
3860,24 CARAT GOLD COIN APARTMENT,KAMAL CORPORATION,"501,24 CARAT RESIDENCY, NARANPURA,AHMEDABAD-380014 Ahmedabad 380014",Residential/Group Housing,24caratgoldcoin@gmail.com,9687099966,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11897/030623,Ahmedabad,03-06-2023,31-12-2024,NA
3861,Radhe Greens,NAND DEVELOPERS,"Radhe Greens, Near Karnavati Skylane FP No. 91, Ramol Ahmedabad 382449",Residential/Group Housing,nanddevelopersrera2023@gmail.com,9924200966,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11678/270423,Ahmedabad,27-04-2023,31-12-2027,NA
3862,NITYAM LUXURIA,BALAJI ASSOCIATES,"89, Giriwar Bungalows, Opp. Ramwadi Tekro, Ghodasar Ahmedabad 382443",Mixed Development,nityamluxuria.balaji@gmail.com,7874894949,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11772/160523,Ahmedabad,16-05-2023,31-12-2027,NA
3863,ISCON VOGUE,JP ISCON PRIVATE LIMITED,"Iscon House, B/h. Rembrandt Building, Nr. K.P. Hoste, Opp. Associated Petrol Pump off C.G. Road, Ahmedabad Ahmedabad 380009",Residential/Group Housing,isconvoguerera2023@gmail.com,9825030008,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA11720/050523,Ahmedabad,05-05-2023,31-12-2028,NA
3864,EMPIRE SKYPARK,SKY DEVELOPERS,"113/1, OPP. SURAMYA GREENS, B/S UTSAV BUNGLOWS SOLA Ahmedabad 380060",Mixed Development,empireskyparkrera2023@gmail.com,9913049481,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11916/060623,Ahmedabad,06-06-2023,31-12-2027,NA
3865,DEV GREEN,VRAJ REALTY,"Dev Green, Block No. 834, TP No. 106(Vastral-Ramol) Opp. Madhav Homes, Nr. Eklavya School, Vastral Ahmedabad 382418",Mixed Development,vraj.devgreen@gmail.com,9427239137,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12088/060723,Ahmedabad,06-07-2023,05-05-2025,NA
3866,KAILASH AURA,KAILASH INFRASPACE PROJECTS LLP,"SUR.NO.103, OPP.KAILASH REJOICE-2, ON 24 Mtr. TP Road, New Shahibaug, Nana Chiloda,Ahmedabad Ahmedabad 382330",Mixed Development,kailash.aura159@gmail.com,9316746897,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA12171/A1M/041024/310328,Ahmedabad,24-08-2023,31-12-2026,NA
3867,THE SILICON,PRUTHVI CONSTRUCTION,"The Silicon, Survey No 122 A, TP 109, FP 81/1, Hanspura,. Hanspura Ahmedabad 382330",Residential/Group Housing,thesiliconrera23@gmail.com,9429518357,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12100/060723,Ahmedabad,06-07-2023,31-12-2026,NA
3868,BHAGWAT ELEGNA,SHREENATH INFRASPACE,"F.P 155, T P 128, SUR NO-290, BHAGWAT VILLA-2, KEDARAM BUNGALOWS,DEVAM RESIDENCY ROAD,VATVA GAM, Ahmedabad 382440",Mixed Development,bhagwatelegnarera@gmail.com,9825260789,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12363/041023,Ahmedabad,04-10-2023,10-10-2027,NA
3869,Bhagwat Ambit,SHREENATH BUILDSPACE,"Sur No.33, 6 FP62 TP111,Bhagwat Elysium, AmarJawan Chowk,Nikol, Ahmedabad Ahmedabad 382350",Commercial,bhagwatambit.ac@gmail.com,9978656526,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/CAA13344/180424/300428,Ahmedabad,18-04-2024,31-12-2029,NA
3870,NEELKANTH ESTATE,NEELKANTH INFRACON,"MAHADEV HOUSE, 25, SAHYADRI BUNGLOWS, NR. RADHE KISHN ARCADE, ISANPUR Ahmedabad 382443",Commercial,neelkanthindestate2024@gmail.com,9978443352,PR/GJ/AHMEDABAD/DASKROI/Ahmedabad Municipal Corporation/CAA13628/040624/311227,Ahmedabad,04-06-2024,31-12-2026,NA
3871,MALHAR RESIDENCY,SHREE VALLABH CORPORATION,"MALHAR RESIDENCY, OPP. DEV ARCEDE NEAR KESAR VATIKA, NANA CHILODA Ahmedabad 382330",Mixed Development,devgrammalhar@gmail.com,9099054524,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12045/280623,Ahmedabad,28-06-2023,31-12-2026,NA
3872,RADHE SWAPNIL,OM BUILDCON,"SUB PLOT NO.81/1/1/3, S.NO.122A, RADHE SWAPNIL HANSPURA VILLAGE ROAD, NARODA Ahmedabad 382330",Mixed Development,ombuildcon2022@gmail.com,9898091211,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA12146/170823,Ahmedabad,17-08-2023,31-03-2028,NA
3873,PAARIJAT COMMERCIAL HUB,ORANGE PROCON,"SHOP 108, BLOCK A, PAARIJAT HEIGHTS, OPP RICE MILL, VATVA GAMDI ROAD, ISANPUR, Ahmedabad 382443",Commercial,oprocon2022@gmail.com,9824550202,PR/GJ/AHMEDABAD/DASKROI/AUDA/CAA12561/011123,Ahmedabad,01-11-2023,31-12-2026,NA
3874,Kadamb Apartment,NAVKAR INFRACON,"302, Ashtasiddhi Flat, Mahadev Nagar Society Sardar Patel Stadium Road, Navrangpura Ahmedabad 380014",Residential/Group Housing,navkarinfracon9@gmail.com,9904910333,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/RAA13057/290224/311225,Ahmedabad,29-02-2024,31-12-2028,NA
3875,Aasthaa Skyrise,AASTHAA REALTY,"88, Kalhar Exotica, Behind Science City Sola Ahmedabad 380060",Mixed Development,rera.aasthaaskyrise1@gmail.com,9090105656,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA11886/010623,Ahmedabad,01-06-2023,30-04-2025,NA
3876,AASHKA AATMAN,AASHKA AATMAN INFRA LLP,THIRD FLOOR 303 SHAKTI EXTOL NR ZYDUS HOSPITAL OPP GANESH HOUSING S G HIGHWAY Thaltej Ahmedabad 380059,Residential/Group Housing,aashka.aatman@gmail.com,9998948633,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA12700/161123,Ahmedabad,16-11-2023,31-12-2024,NA
3877,STAVIK HEIGHTS,STAVIK INFRACON LLP,12 DARIAPUR GUJRAR VASAHAT CO HSO NR VASAUT NAGAR Ahmedabad 380008,Mixed Development,info@stavik.in,9724684294,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA11898/A1M/160824/310326,Ahmedabad,03-06-2023,31-12-2023,NA
3878,SAMBHAV BUSINESS PARK,JENUS BUILDCON LLP,"56/B, Sthanakvasi Jain Co. Op. H. Soc. Usmanpura, Ahmedabad Ahmedabad 380013",Commercial,jakshllp18@gmail.com,9824799314,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA12110/070723,Ahmedabad,07-07-2023,31-12-2027,NA
